APP,CVE ID,Second Description,AccessVector,Attack Complexity,Confidentiality Impact,Integrity Impact,Availability Impact,Base Score,Base Severity,Exploitability Score,Impact Score
Chrome Android,CVE-2016-5222,"Manejo incorrecto de URLs no válidas en Google Chrome anterior a 55.0.2883.75 para Mac, Windows y Linux y 55.0.2883.84 para Android permitió a un atacante remoto suplantar los contenidos de la Omnibox (barra de URL) a través de una página HTML manipulada.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2016-5223,"Vulnerabilidad de desbordamiento de entero en PDFium en Google Chrome anterior a 55.0.2883.75 para Mac, Windows y Linux y 55.0.2883.84 para Android permitió a un atacante remoto explotar potencialmente la corrupción de memoria o DoS a través de un archivo PDF manipulado.",NETWORK,MEDIUM,NONE,NONE,PARTIAL,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2016-5224,"Un ataque de tiempo en aritmética de punto flotante desnormalizada en filtros SVG en Blink en Google Chrome anterior a 55.0.2883.75 para Mac, Windows y Linux y 55.0.2883.84 para Android permitió a un atacante eludir la Same Origin Policy a través de una página HTML manipulada.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2016-5225,"Blink en Google Chrome anterior a 55.0.2883.75 para Mac, Windows y Linux y 55.0.2883.84 para Android manejó incorrectamente acciones de formularios, lo que permitió a un atacante remoto eludir la Content Security Policy a través de una página HTML manipulada.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2016-5226,"Blink en Google Chrome anterior a 55.0.2883.75 para Linux, Windows y Mac ejecutó javascript: las URLs escritas en la barra de URL en el contexto de la pestaña actual, lo que permitió a un usuario de ingeniería social realizar XSS por si mismos arrastrando y soltando un javascript: URL en la barra de URL.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2016-9650,"Blink en Google Chrome anterior a 55.0.2883.75 para Mac, Windows y Linux y 55.0.2883.84 para Android maneja iframes incorrectamente, lo que permitió a un atacante remoto eludir una política no referida a través de una página HTML manipulada.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5006,"Blink en Google Chrome en versiones anteriores a 56.0.2924.76 para Linux, Windows y Mac y 56.0.2924.87 para Android, no manejó correctamente las relaciones de propietarios de objetos, lo que permitió a un atacante remoto inyectar secuencias de comandos o HTML arbitrarios (UXSS) a través de una página HTML manipulada.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5007,"Blink en Google Chrome en versiones anteriores a 56.0.2924.76 para Linux, Windows y Mac y 56.0.2924.87 para Android, no manejó correctamente la secuencia de eventos mientras cerraba una página, lo que permitió a un atacante remoto inyectar secuencias de comandos o HTML arbitrario (UXSS) a través de una página HTML manipulada.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5008,"Blink en Google Chrome en versiones anteriores a 56.0.2924.76 para Linux, Windows y Mac y 56.0.2924.87 para Android, permitió que el atacante controlado JavaScript se ejecute durante la invocación de un método de secuencia de comandos privado, lo que permitió a un atacante remoto inyectar secuencias de comandos o HTML arbitrarios (UXSS) a través de una página HTML manipulada.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5009,"WebRTC en Google Chrome en versiones anteriores a 56.0.2924.76 para Linux, Windows y Mac y 56.0.2924.87 para Android, falló al realizar la comprobación adecuada de los límites, lo que permitió a un atacante remoto potencialmente explotar la corrupción de la memoria dinámica a través de una página HTML manipulada.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5010,"Blink en Google Chrome en versiones anteriores a 56.0.2924.76 para Linux, Windows y Mac y 56.0.2924.87 para Android, resolvió las promesas en un contexto inadecuado, lo que permitió a un atacante remoto inyectar secuencias de comandos o HTML arbitrarias (UXSS) a través de una página HTML manipulada.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5011,"Google Chrome en versiones anteriores a 56.0.2924.76 para Windows desinfecta insuficientemente URLs de DevTools, lo que permitió a un atacante remoto que convenció a un usuario para instalar una extensión maliciosa para leer el contenido del sistema de archivos a través de una página HTML manipulada.",NETWORK,MEDIUM,PARTIAL,NONE,NONE,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5012,"Un desbordamiento de búfer de memoria dinámica en V8 en Google Chrome en versiones anteriores a 56.0.2924.76 para Linux, Windows y Mac y 56.0.2924.87 para Android, permitió a un atacante remoto explotar potencialmente la corrupción de memoria dinámica mediante una página HTML manipulada.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5013,"Google Chrome en versiones anteriores a 56.0.2924.76 para Linux manejaba incorrectamente navegaciones de páginas en pestañas nuevas en pestañas no seleccionadas, lo que permitía a un atacante remoto suplantar los contenidos del Omnibox (barra URL) a través de una página HTML manipulada.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5014,"Desbordamiento de búfer de memoria dinámica durante el procesamiento de imágenes en Skia en Google Chrome en versiones anteriores a 56.0.2924.76 para Linux, Windows y Mac y 56.0.2924.87 para Android permitió a un atacante remoto realizar una lectura de memoria fuera de límites a través de una página HTML manipulada.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5015,"Google Chrome en versiones anteriores a 56.0.2924.76 para Linux, Windows y Mac y 56.0.2924.87 para Android, manejó incorrectamente glifos Unicode, lo que permitió a un atacante remoto realizar suplantaciones de dominio a través de homógrafos de IDN en un nombre de dominio manipulado.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5016,"Blink en Google Chrome en versiones anteriores a 56.0.2924.76 para Linux, Windows y Mac y 56.0.2924.87 para Android, no pudo impedir que ciertos elementos de interfaz de usuario se muestren en páginas no visibles, lo que permitió a un atacante remoto mostrar ciertos elementos de IU en un página que no controlan a través de una página HTML manipulada.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5017,"Interacciones con el SO en Google Chrome en versiones anteriores a 56.0.2924.76 para Mac de memoria de vídeo insuficientemente borrada, lo que permitió a un atacante remoto posiblemente extraer fragmentos de imagen en sistemas con chips gráficos GeForce 8600M a través de una página HTML manipulada.",NETWORK,MEDIUM,PARTIAL,NONE,NONE,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5018,"Google Chrome en versiones anteriores a 56.0.2924.76 para Linux, Windows y Mac y 56.0.2924.87 para Android tenía una política de seguridad del contenido insuficientemente estricta en la página de lanzamiento de aplicaciones de Chrome, lo que permitía a un atacante remoto inyectar secuencias de comandos o HTML en una página privilegiada a través de una página HTML manipulada.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5019,"Liberación de memoria en Google Chrome en versiones anteriores a 56.0.2924.76 para Linux, Windows y Mac, y 56.0.2924.87 para Android, permitió a un atacante remoto potencialmente explotar la corrupción de memoria dinámica a través de una página HTML manipulada.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5020,"Google Chrome en versiones anteriores a 56.0.2924.76 para Linux, Windows y Mac y 56.0.2924.87 para Android, no pudo requerir un gesto de usuario para operaciones de descarga potentes, lo que permitió a un atacante remoto que convenció a un usuario para instalar una extensión maliciosa para ejecutar código arbitrario a través de una página HTML manipulada.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5021,"Un uso después de liberación de memoria en Google Chrome en versiones anteriores a 56.0.2924.76 para Linux, Windows y Mac y 56.0.2924.87 para Android, permitió a un atacante remoto realizar una lectura de memoria fuera de límites a través de una página HTML manipulada.",NETWORK,MEDIUM,NONE,NONE,PARTIAL,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5022,"Blink en Google Chrome en versiones anteriores a 56.0.2924.76 para Linux, Windows y Mac y 56.0.2924.87 para Android, no pudo aplicar correctamente la política de seguridad de contenido inseguro en línea, lo que permitió a un atacante remoto omitir la política de seguridad de contenido a través de una página HTML.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5023,"Tipo de confusión en el histograma en Google Chrome en versiones anteriores a 56.0.2924.76 para Linux, Windows y Mac, y 56.0.2924.87 para Android, permitió a un atacante remoto potencialmente explotar una desreferencia casi nula a través de una página HTML manipulada.",NETWORK,MEDIUM,NONE,NONE,PARTIAL,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5024,"FFmpeg en Google Chrome en versiones anteriores a 56.0.2924.76 para Linux, Windows y Mac, falló en realizar la comprobación de los límites adecuados, lo que permitió a un atacante remoto potencialmente explotar la corrupción de la memoria dinámica a través de un archivo de vídeo manipulado.",NETWORK,MEDIUM,NONE,NONE,PARTIAL,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5025,"FFmpeg en Google Chrome en versiones anteriores a 56.0.2924.76 para Linux, Windows y Mac, falló en realizar la comprobación de los límites adecuados, lo que permitió a un atacante remoto potencialmente explotar la corrupción de la memoria dinámica a través de un archivo de vídeo manipulado.",NETWORK,MEDIUM,NONE,NONE,PARTIAL,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5026,"Google Chrome anterior a 56.0.2924.76 para Linux, Windows y Mac, no pudo evitar que las alertas se muestren mediante marcos intercambiados, lo que permitió a un atacante remoto mostrar alertas en una página que no controla a través de una página HTML manipulada.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5027,"Blink en Google Chrome en versiones anteriores a 56.0.2924.76 para Linux, Windows y Mac y 56.0.2924.87 para Android, no pudo aplicar correctamente la política de seguridad de contenido inseguro en línea, lo que permitió a un atacante remoto eludir la política de seguridad de contenido a través de una página HTML manipulada.",NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2013-6647,Un use-after-free en AnimationController::endAnimationUpdate en Google Chrome.,NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,NULL,NULL
Chrome Android,CVE-2013-6662,Google Chrome guarda en caché las sesiones TLS antes de que se produzca la validación del certificado.,NETWORK,MEDIUM,NONE,PARTIAL,NONE,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2016-5168,"Skia, tal como se usa en Google Chrome en versiones anteriores a 50.0.2661.94, permite a atacantes remotos eludir la Same Origin Policy y obtener la información sensible.",NETWORK,LOW,PARTIAL,NONE,NONE,5.0,MEDIUM,NULL,NULL
Chrome Android,CVE-2014-9654,"El paquete Regular Expressions en International Components para Unicode (ICU) for C/C++ en las versiones anteriores a 03-12-2014, como se utiliza en Google Chrome en versiones anteriores a 40.0.2214.91, calcula ciertos valores sin asegurarse de que pueden representarse en un campo de 24 bits, que permite a atacantes remotos causar una denegación de servicio (corrupción de memoria) o posiblemente tener otro impacto no especificado a través de una cadena manipulada, un problema relacionado con CVE-2014-7923.",NETWORK,LOW,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,NULL,NULL
Chrome Android,CVE-2017-5029,"La función xsltAddTextString en transform.c en libxslt 1.1.29, tal como se utiliza en Blink en Google Chrome anteriores a 57.0.2987.98 para Mac, Windows y Linux y 57.0.2987.108 para Android, carecía de una comprobación de desbordamiento de entero durante un cálculo de tamaño, lo que permite a un atacante remoto realizar una escritura de memoria fuera de límites a través de una página HTML diseñada.",NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,NULL,NULL
Chrome Android,CVE-2017-5030,"El manejo incorrecto de especies complejas en V8 de Google Chrome anteriores a 57.0.2987.98 para Linux, Windows y Mac y 57.0.2987.108 para Android permitió a un atacante remoto ejecutar código arbitrario a través de una página HTML especialmente diseñada.",NETWORK,LOW,HIGH,HIGH,HIGH,8.8,HIGH,NULL,NULL
Chrome Android,CVE-2017-5031,Un uso después de su liberación de ANGLE en Google Chrome anteriores a 57.0.2987.98 para Windows permitió a un atacante remoto realizar una lectura de memoria fuera de límites a través de una página HTML diseñada especialmente.,NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5032,"PDFium en Google Chrome anteriores a 57.0.2987.98 para Windows podría incrementar del final de un búfer, lo que permite a un atacante remoto realizar corrupción de pila heap a través de un archivo PDF especialmente elaborado.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5033,"Blink en Google Chrome, en versiones anteriores a la 57.0.2987.98 para Mac, Windows y Linux y 57.0.2987.108 para Android, no propagaba correctamente las restricciones CSP a las páginas de temas locales, lo que permitía que un atacante remoto omitiese la política de seguridad de contenido (CSP) mediante una página HTML manipulada. Esto está relacionado con la palabra clave de unsafe-inline.",NETWORK,LOW,NONE,LOW,NONE,4.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5034,"Un uso después de liberación en PDFium de Google Chrome versiones anteriores a 57.0.2987.98 para Linux y Windows, permitiría a un usuario remoto leer la memoria fuera de límites a través de un fichero PDF especialmente diseñado.",NETWORK,MEDIUM,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5035,"En Google Chrome versiones anteriores a 57.0.2987.98 para Windows y Mac, se ocasiona una condición de carrera que podría causar que Chrome muestre información de certificado incorrecta de un sitio.",NETWORK,HIGH,HIGH,HIGH,HIGH,8.1,HIGH,NULL,NULL
Chrome Android,CVE-2017-5036,"Un uso después de liberación en PDFium de Google Chrome versiones anteriores a 57.0.2987.98 para Mac, Windows y Linux y versión 57.0.2987.108 para Android, permitiría a un usuario remoto provocar un impacto indefinido a través de un archivo PDF especialmente diseñado.",LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,NULL,NULL
Chrome Android,CVE-2017-5037,"Un desbordamiento de entero en FFmpeg de Google Chrome versiones anteriores a 57.0.2987.98 para Mac, Windows, y Linux y versión 57.0.2987.108 para Android permitiría a un atacante remoto escribir fuera de los límites de memoria a través de un archivo de vídeo especialmente diseñado. Relacionado con ChunkDemuxer.",LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,NULL,NULL
Chrome Android,CVE-2017-5038,"Chrome Apps de Google Chrome versiones anteriores a 57.0.2987.98 para Linux, Windows y Mac, debido a un fallo de uso después de liberación en GuestView, permitiría a un atacante remoto leer la memoria fuera de los límites a través de una extensión de Chrome especialmente diseñada.",NETWORK,LOW,LOW,LOW,LOW,6.3,MEDIUM,NULL,NULL
Chrome Android,CVE-2017-5039,"Un uso después de liberación en PDFium de Google Chrome versiones anteriores a 57.0.2987.98 para Mac, Windows y Linux y versión 57.0.2987.108 para Android permitiría a un usuario remoto provocar una corrupción de memoria dinámica (heap) a través de una archivo PDF especialmente diseñado.",LOCAL,LOW,HIGH,HIGH,HIGH,7.8,HIGH,NULL,NULL
